Name	Artist	Album	Genre	Size	Time	Track Number	Track Count	Year	Date	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Comments	Location
Moist Vagina (Nirvana Cover)	Sonic Youth	N/A	Alternative	2911070	181	0			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/SONICYOUTH/UNKNOWNALBU/MOISTVAG.MP3
Aerial Tour (Instrumental)	The Beatles	Anthology Plus	Rock	2019598	126	8			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/AERIALTO.MP3
Back In The USSR	The Beatles	Anthology Plus	Rock	2846730	177	13			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/BACKINTH.MP3
Christmas Time Is Here Again	The Beatles	Anthology Plus	Rock	2947053	184	10			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/CHRISTMA.MP3
Get Back (Rehearsal)	The Beatles	Anthology Plus	Rock	2018339	126	20			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/GETBACKR.MP3
Goodbye	The Beatles	Anthology Plus	Rock	2312986	144	18			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/GOODBYE.MP3
Good Morning, Good Morning	The Beatles	Anthology Plus	Rock	1069995	66	5			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/GOODMORN.MP3
Happiness Is A Warm Gun (Studio)	The Beatles	Anthology Plus	Rock	2614361	163	16			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/HAPPINES.MP3
Heather	The Beatles	Anthology Plus	Rock	1789703	111	17			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/HEATHER.MP3
Here, There And Everywhere	The Beatles	Anthology Plus	Rock	2318439	144	2			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/HERETHER.MP3
It's All Too Much	The Beatles	Anthology Plus	Rock	7854299	490	6			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/ITSALLTO.MP3
I Want You	The Beatles	Anthology Plus	Rock	4384396	274	23			2002-02-26 01:28:45-08	2002-02-26 01:28:45-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/IWANTYOU.MP3
Lady Madonna (Demo)	The Beatles	Anthology Plus	Rock	1060793	66	9			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/LADYMADO.MP3
Let It Be	The Beatles	Anthology Plus	Rock	4617633	288	22			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/LETITBES.MP3
Not Guilty (Demo)	The Beatles	Anthology Plus	Rock	3048606	190	14			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/NOTGUILT.MP3
Revolution	The Beatles	Anthology Plus	Rock	3922133	245	12			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/REVOLUTI.MP3
Strawberry Fields Forever (Orchestral)	The Beatles	Anthology Plus	Rock	3365857	210	4			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/STRAWBER.MP3
Suzy Parker	The Beatles	Anthology Plus	Rock	1884583	117	21			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/SUZYPARK.MP3
The End (Instrumental)	The Beatles	Anthology Plus	Rock	2382802	148	24			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/THEENDIN.MP3
The Inner Light (Instrumental)	The Beatles	Anthology Plus	Rock	2417500	151	11			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/THEINNER.MP3
Two Of Us (Rehearsal)	The Beatles	Anthology Plus	Rock	1928897	120	19			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/TWOOFUSR.MP3
Weird Album	The Beatles	Anthology Plus	Rock	4750958	296	15			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/WEIRDALB.MP3
Yellow Submarine	The Beatles	Anthology Plus	Rock	2714654	169	1			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/YELLOWSU.MP3
Yesterday (Live)	The Beatles	Anthology Plus	Rock	2574220	160	3			2002-02-26 01:28:46-08	2002-02-26 01:28:46-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/YESTERDA.MP3
Your Mother Should Know	The Beatles	Anthology Plus	Rock	2388653	149	7			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/THEBEATLES/ANTHOLOGYPL/YOURMOTH.MP3
All I Want Is You	U2	N/A	Pop	9470919	591	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/ALLIWANT.MP3
Even Better Than The Real Thin	U2	N/A	Pop	3544704	221	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/EVENBETT.MP3
Mysterious Ways	U2	N/A	Pop	3892012	243	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/MYSTERIO.MP3
Numb	U2	N/A	Pop	4210472	263	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/NUMB.MP3
One	U2	N/A	Pop	4416107	276	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/ONE.MP3
One	U2	N/A	Pop	5120786	320	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/ONE2.MP3
U2 - Unchained Melody	U2	N/A	Pop	4733774	295	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/U2UNCHAI.MP3
With or without you (Acoustic)	U2	N/A	Pop	5109946	319	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/WITHORW1.MP3
With Or Without You	U2	N/A	Pop	4737534	296	0			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/UNKNOWNALBU/WITHORW2.MP3
bullet the blue sky	U2	The Joshua Tree	Pop	4357175	272	4			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/BULLETTH.MP3
exit	U2	The Joshua Tree	Pop	4056217	253	10			2002-02-26 01:28:47-08	2002-02-26 01:28:47-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/EXIT.MP3
in god's country	U2	The Joshua Tree	Pop	2832457	177	7			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/INGODSCO.MP3
mothers of the disappeared	U2	The Joshua Tree	Pop	5015874	313	11			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/MOTHERSO.MP3
one tree hill	U2	The Joshua Tree	Pop	5174684	323	9			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/ONETREEH.MP3
red hill mining town	U2	The Joshua Tree	Pop	4698649	293	6			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/REDHILLM.MP3
running to stand still	U2	The Joshua Tree	Pop	4125629	257	5			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/RUNNINGT.MP3
trip through your wires	U2	The Joshua Tree	Pop	3400470	212	8			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/THEJOSHUATR/TRIPTHRO.MP3
Acrobat	U2	Achtung Baby	Rock	915270	57	11			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/ACROBAT.MP3
So Cruel	U2	Achtung Baby	Rock	5589713	349	6			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/SOCRUEL.MP3
The Fly	U2	Achtung Baby	Rock	4306995	269	7			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/THEFLY.MP3
Tryin' To Throw Your Arms Around The World	U2	Achtung Baby	Rock	3723559	232	9			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/TRYINTOT.MP3
Ultra Violet	U2	Achtung Baby	Rock	5292131	330	10			2002-02-26 01:28:48-08	2002-02-26 01:28:48-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/ULTRAVIO.MP3
Until The End Of The World	U2	Achtung Baby	Rock	4459151	278	4			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/UNTILTHE.MP3
Who's Gonna Ride Your Wild Horses	U2	Achtung Baby	Rock	5070632	316	5			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/WHOSGONN.MP3
Zoo Station	U2	Achtung Baby	Rock	4422774	276	1			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/U2/U2ACHTUNGBA/ZOOSTATI.MP3
Big Saddle	Fila Brazillia	Mess	Trip-Hop	4774359	298	2			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/BIGSADDL.MP3
Blood	Fila Brazillia	Mess	Trip-Hop	5341108	333	13			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/BLOOD.MP3
But Momma	Fila Brazillia	Mess	Trip-Hop	4730890	295	5			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/BUTMOMMA.MP3
DP's R Us	Fila Brazillia	Mess	Trip-Hop	2432182	152	10			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/DPSRUS.MP3
Hairy Insides	Fila Brazillia	Mess	Trip-Hop	6563645	410	9			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/HAIRYINS.MP3
Half Man Half Granary Thorax	Fila Brazillia	Mess	Trip-Hop	1597051	99	4			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/HALFMANH.MP3
Howard Dan Ryan	Fila Brazillia	Mess	Trip-Hop	5344879	334	12			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/HOWARDDA.MP3
Laying Down the Law ofthe Land	Fila Brazillia	Mess	Trip-Hop	4861731	303	6			2002-02-26 01:28:49-08	2002-02-26 01:28:49-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/LAYINGDO.MP3
On Yer Haunches	Fila Brazillia	Mess	Trip-Hop	4664442	291	11			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/ONYERHAU.MP3
Soft Music Under Stars	Fila Brazillia	Mess	Trip-Hop	9773163	610	8			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/SOFTMUSI.MP3
Space Hearse	Fila Brazillia	Mess	Trip-Hop	5878609	367	3			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/SPACEHEA.MP3
The LastOfThe Red Hot Brethren	Fila Brazillia	Mess	Trip-Hop	2162134	135	1			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/THELASTO.MP3
TheReturnOfThe RedHot Brethren	Fila Brazillia	Mess	Trip-Hop	2137476	133	14			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/THERETUR.MP3
Wavy Gravy	Fila Brazillia	Mess	Trip-Hop	4437066	277	7			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/FILABRAZILL/MESS/WAVYGRAV.MP3
The Chimney Song	Bob Rivers	Twisted Tunes Albums	Comedy	2104872	131	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/BOBRIVER.MP3
Thank God I'm a Pubic Hair ( John Denver Parody)	Bob Rivers	Twisted Tunes Albums	Comedy	920395	57	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/DRDEMENT.MP3
Take A Whack On The U.S. Side	Bob Rivers	Twisted Tunes Albums	Comedy	2742246	171	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TAKEAWHA.MP3
Take Baseball And Shove It	Bob Rivers	Twisted Tunes Albums	Comedy	1731618	108	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TAKEBASE.MP3
Take Some Lessons	Bob Rivers	Twisted Tunes Albums	Comedy	2251967	140	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TAKESOME.MP3
Tanning Lotion	Bob Rivers	Twisted Tunes Albums	Comedy	1633803	102	0			2002-02-26 01:28:50-08	2002-02-26 01:28:50-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TANNINGL.MP3
Teachers	Bob Rivers	Twisted Tunes Albums	Comedy	2753927	172	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TEACHERS.MP3
Teddy The Red-Nosed Senator	Bob Rivers	Twisted Tunes Albums	Comedy	1373009	85	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TEDDYTHE.MP3
That's The Sound Of Men	Bob Rivers	Twisted Tunes Albums	Comedy	2295859	143	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THATSTHE.MP3
The Angel & Who Put The Stu	Bob Rivers	Twisted Tunes Albums	Comedy	3286426	205	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEANGEL.MP3
The AOL Song	Bob Rivers	Twisted Tunes Albums	Comedy	1765183	110	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	32000		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEAOLSO.MP3
The Day My Lemon Died	Bob Rivers	Twisted Tunes Albums	Comedy	2497731	156	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEDAYMY.MP3
The Dot Coms They Are A Closin'	Bob Rivers	Twisted Tunes Albums	Comedy	2124922	132	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEDOTCO.MP3
The Fondler	Bob Rivers	Twisted Tunes Albums	Comedy	2022920	126	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEFONDL.MP3
The Frederick & Nelson Song	Bob Rivers	Twisted Tunes Albums	Comedy	1741649	108	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEFREDE.MP3
The Handicap Can	Bob Rivers	Twisted Tunes Albums	Comedy	1820633	113	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEHANDI.MP3
The Long And Boring Show	Bob Rivers	Twisted Tunes Albums	Comedy	1778845	111	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THELONGA.MP3
Them Beans	Bob Rivers	Twisted Tunes Albums	Comedy	1369231	85	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEMBEAN.MP3
The NAFTA Anthem	Bob Rivers	Twisted Tunes Albums	Comedy	2191780	136	0			2002-02-26 01:28:51-08	2002-02-26 01:28:51-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THENAFTA.MP3
The No Smoking Song	Bob Rivers	Twisted Tunes Albums	Comedy	2121984	132	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THENOSMO.MP3
The Ol' Man Is On The Commode	Bob Rivers	Twisted Tunes Albums	Comedy	1651372	103	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEOLMAN.MP3
The Police Stopped My Car	Bob Rivers	Twisted Tunes Albums	Comedy	1745409	109	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEPOLIC.MP3
There's Another Santa Claus.mp	Bob Rivers	Twisted Tunes Albums	Comedy	1938929	121	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THERESAN.MP3
The Restroom Door Said, Gentlemen	Bob Rivers	Twisted Tunes Albums	Comedy	1503837	93	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THERESTR.MP3
The Water Police	Bob Rivers	Twisted Tunes Albums	Comedy	1913002	119	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEWATER.MP3
The What's It To Ya Chorus	Bob Rivers	Twisted Tunes Albums	Comedy	2526591	157	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEWHATS.MP3
The Wreck of The Ship New Carissa	Bob Rivers	Twisted Tunes Albums	Comedy	1730370	108	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEWRECK.MP3
They Call Him Vedder	Bob Rivers	Twisted Tunes Albums	Comedy	1846132	115	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THEYCALL.MP3
This Ain't No Barney	Bob Rivers	Twisted Tunes Albums	Comedy	2459696	153	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THISAINT.MP3
Three Inch Tool	Bob Rivers	Twisted Tunes Albums	Comedy	2103874	131	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	32000		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/THREEINC.MP3
Ticket To The Eagles	Bob Rivers	Twisted Tunes Albums	Comedy	2290005	143	0			2002-02-26 01:28:52-08	2002-02-26 01:28:52-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TICKETTO.MP3
Toy Sack	Bob Rivers	Twisted Tunes Albums	Comedy	2461356	153	0			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TOYSACK.MP3
Trick Or Treatin' Blues	Bob Rivers	Twisted Tunes Albums	Comedy	1587836	99	0			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/BOBRIVERS/TWISTEDTUNE/TRICKORT.MP3
Intro	Offspring	Conspiracy of One	Rock	84178	5	1			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/01INTRO.MP3
Come Out Swinging	Offspring	Conspiracy of One	Rock	2676791	167	2			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/02COMEOU.MP3
Original Prankster	Offspring	Conspiracy of One	Rock	3536534	221	3			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/03ORIGIN.MP3
Want You Bad	Offspring	Conspiracy of One	Rock	3242703	202	4			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/04WANTYO.MP3
Million Miles Away	Offspring	Conspiracy of One	Rock	3517726	219	5			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/05MILLIO.MP3
Dammit, I Changed Again	Offspring	Conspiracy of One	Rock	2703546	168	6			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/06DAMMIT.MP3
Living In Chaos	Offspring	Conspiracy of One	Rock	3334239	208	7			2002-02-26 01:28:53-08	2002-02-26 01:28:53-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/07LIVING.MP3
Special Delivery	Offspring	Conspiracy of One	Rock	2888277	180	8			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/08SPECIA.MP3
One Fine Day	Offspring	Conspiracy of One	Rock	2643767	165	9			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/09ONEFIN.MP3
All Along	Offspring	Conspiracy of One	Rock	1579224	98	10			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/10ALLALO.MP3
Denial, Revisited	Offspring	Conspiracy of One	Rock	4365348	272	11			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/11DENIAL.MP3
Vultures	Offspring	Conspiracy of One	Rock	3428275	214	12			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/12VULTUR.MP3
Conspiracy of One	Offspring	Conspiracy of One	Rock	2193632	137	13			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/OFFSPRING/CONSPIRACYO/13CONSPI.MP3
Daddy's Getting Married	Bif Naked	Bif Naked	Rock	3823851	238	3			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/DADDYSGE.MP3
Everything	Bif Naked	Bif Naked	Rock	2936511	183	1			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/EVERYTHI.MP3
Make Like A Tree	Bif Naked	Bif Naked	Rock	4347547	271	2			2002-02-26 01:28:54-08	2002-02-26 01:28:54-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/MAKELIKE.MP3
My Bike	Bif Naked	Bif Naked	Rock	4446595	277	10			2002-02-26 01:28:55-08	2002-02-26 01:28:55-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/MYBIKE.MP3
My Whole Life	Bif Naked	Bif Naked	Rock	3804197	237	8			2002-02-26 01:28:55-08	2002-02-26 01:28:55-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/MYWHOLEL.MP3
Never Alone	Bif Naked	Bif Naked	Rock	3568048	223	5			2002-02-26 01:28:55-08	2002-02-26 01:28:55-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/NEVERALO.MP3
Over You	Bif Naked	Bif Naked	Rock	4095510	255	6			2002-02-26 01:28:55-08	2002-02-26 01:28:55-08	128	44100		MPEG AUDIO FILE		MP3033/BIFNAKED/BIFNAKED/OVERYOU.MP3
